Channel Number,Channel Name,Channel Type,Rx Frequency,Tx Frequency,Bandwidth (kHz),Colour Code,Timeslot,Contact,TG List,DMR ID,TS1_TA_Tx,TS2_TA_Tx ID,RX Tone,TX Tone,Squelch,Power,Rx Only,Zone Skip,All Skip,TOT,VOX,No Beep,No Eco,APRS,Latitude,Longitude,Use Location
481,Oulu 4 U,Analogue,	434.75000,	432.75000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,64.901,25.5421,Yes
482,Oulu 5 U,Analogue,	434.97500,	432.97500,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,120,Off,No,No,None,65.0602,25.473,Yes
483,Parainen U,Analogue,	434.85000,	433.25000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.302,22.291,Yes
484,Pattijoki U,Analogue,	434.92500,	432.92500,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,120,Off,No,No,None,64.6848,24.5692,Yes
485,Pieksamaki 1 U,Analogue,	434.80000,	432.80000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.3,27.133,Yes
486,Pieksamaki 2 V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.3,27.133,Yes
487,Pihtipudas V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.376,25.575,Yes
488,Porvoo 2 U,Analogue,	434.87500,	432.87500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.398,25.669,Yes
489,Rauma U,Analogue,	434.67500,	433.07500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.134,21.505,Yes
490,Riihimaki U,Analogue,	434.67500,	432.67500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.7565,24.8001,Yes
491,Rovaniemi 1 V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,66.6087,25.8401,Yes
492,Rovaniemi 2 U,Analogue,	434.70000,	432.70000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,66.6087,25.8401,Yes
493,Saarijarvi UF,Digital,	434.51250,	432.51250,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,62.7583,25.6024,Yes
494,Salo 1 V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.4,23.12,Yes
495,Salo 2 U,Analogue,	434.70000,	433.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.4,23.12,Yes
496,Savonlinna V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,120,Off,No,No,None,61.83,28.83,Yes
497,Seinajoki 1 U,Analogue,	434.67500,	432.67500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,62.798,22.832,Yes
498,Seinajoki 2 V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,62.798,22.832,Yes
499,Tampere 2 UF,Digital,	434.52500,	432.52500,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,61.4536,23.8323,Yes
500,Tampere 3 UF,Digital,	434.55000,	432.55000,,1,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,61.5077,23.6207,Yes
501,Tampere 4 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,61.505,23.743,Yes
502,Tampere 5 U,Analogue,	434.85000,	432.85000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,120,Off,No,No,None,61.505,23.7433,Yes
503,Tervola 2 V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,66.1167,24.6989,Yes
504,Teuva U,Analogue,	434.92500,	433.32500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,62.483,21.733,Yes
505,Tornio U,Analogue,	434.77500,	433.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,65.768,24.1821,Yes
506,Turku V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.4792,22.2083,Yes
507,Uusikaupunki U,Analogue,	434.82500,	433.22500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.801,21.411,Yes
508,Vaasa 1 U,Analogue,	434.75000,	432.75000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.1,21.6,Yes
509,Vaasa 2 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,63.1,21.6,Yes
510,Vantaa 2 U,Analogue,	434.90000,	432.90000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,60.285,25.05,Yes
511,Vesijako U,Analogue,	434.80000,	432.80000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,61.3542,25.0417,Yes
512,Virrat U,Digital,	434.90000,	432.90000,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,62.27,23.7,Yes
513,Ylivieska 2 U,Analogue,	434.60000,	432.60000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,64.083,24.55,Yes
514,Yllastunturi U,Analogue,	434.65000,	433.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,67.5667,24.07,Yes
515,Aarhus U,Digital,	434.57500,	432.57500,,12,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,56.125,10.1666,Yes
516,Aalborg 1 V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,56.8888,9.819,Yes
517,Aalborg 2 U,Analogue,	434.96250,	432.96250,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,57.0529,9.9174,Yes
518,Aalborg 3 U+,Digital,	434.68750,	432.68750,,11,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,56.8888,9.819,Yes
519,Bandholm V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,54.837,11.48,Yes
520,Dutterhoj U,Analogue,	434.92500,	432.92500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,120,Off,No,No,None,55.8249,11.5361,Yes
521,Esbjerg 1 V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.4792,8.4583,Yes
522,Esbjerg 2 U,Analogue,	434.96250,	432.96250,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.5111,8.4384,Yes
523,Eskebjerg U,Analogue,	434.80000,	432.80000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,55.712,11.306,Yes
524,Fredericia V,Analogue,	145.78750,	145.18750,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,120,Off,No,No,None,55.5,9.6666,Yes
525,Frederikshav 2 U,Analogue,	434.97500,	432.97500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
526,Frederikshav 3 U,Analogue,	434.82500,	432.82500,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
527,Fredrikstad 4 U,Digital,	434.62500,	432.62500,,11,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
528,Fredrikstad 5 U,Digital,	434.71250,	432.71250,,11,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
529,Gilleleje U,Digital,	434.85000,	432.85000,,14,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,56.1013,12.3217,Yes
530,Gorlose U,Digital,	434.70000,	432.70000,,14,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,55.8712,12.1938,Yes
531,Grenaa V,Analogue,	145.66250,	145.06250,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,56.438,10.875,Yes
532,Hanstholm V,Analogue,	145.73750,	145.13750,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,57.1042,8.625,Yes
533,Helsingor 1 V,Analogue,	145.61250,	145.01250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,56.0228,12.5573,Yes
534,Helsingor 2 U,Digital,	434.63750,	432.63750,,0,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,56.0228,12.5573,Yes
535,Herlev U,Digital,	434.62500,	432.62500,,14,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,55.7315,12.4438,Yes
536,Herning 2 V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,56.2302,9.1633,Yes
537,Hjorring V,Analogue,	145.61250,	145.01250,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,57.4647,9.9394,Yes
538,Hobro U,Analogue,	434.72500,	432.72500,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,56.7266,9.8221,Yes
539,Hundborg V,Analogue,	145.78750,	145.18750,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,56.9166,8.4166,Yes
540,Knivsbjerg 1 U,Analogue,	434.72500,	432.72500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,55.1422,9.4374,Yes
541,Knivsbjerg 2 V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,55.1422,9.4374,Yes
542,Maribo U,Analogue,	434.82500,	432.82500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,54.7754,11.4849,Yes
543,Nykobing ULI,Analogue,	433.50000,	433.50000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,54.7753,11.8748,Yes
544,Odense V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,55.3958,10.375,Yes
545,Randers V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,56.4792,10.0417,Yes
546,Regnemark U,Digital,	434.63750,	432.63750,,9,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,55.4633,12.0079,Yes
547,Ringsted 1 U,Analogue,	434.62500,	432.62500,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.4397,11.7962,Yes
548,Ringsted 2 V,Analogue,	145.62500,	145.02500,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.5,11.8333,Yes
549,Ringsted 3 U,Analogue,	434.86250,	432.86250,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.5,11.8333,Yes
550,Roret V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.729,12.459,Yes
551,Roskilde U,Analogue,	434.87500,	432.87500,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.6414,12.1208,Yes
552,Skive V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,56.585,9,Yes
553,Svendborg 1 V,Analogue,	145.75000,	145.15000,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,55.099,10.567,Yes
554,Svendborg 2 UE,Analogue,	434.87500,	432.87500,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,55.099,10.567,Yes
555,Saby V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,57.3314,10.5104,Yes
556,Skjoldbjerg V,Analogue,	145.73750,	145.13750,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,56.7083,9.0833,Yes
557,Soerup V,Analogue,	145.68750,	145.08750,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.2083,11.9166,Yes
558,Them V,Analogue,	145.63750,	145.03750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,56.2083,8.1666,Yes
559,Torphoej V,Analogue,	145.77500,	145.17500,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.875,9.3333,Yes
560,Vejby V,Analogue,	145.72500,	145.12500,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,56.063,12.125,Yes
561,Vejle U,Analogue,	434.92500,	432.92500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,55.7076,9.5368,Yes
562,Vejrhoj V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,120,Off,No,No,None,55.8076,11.3951,Yes
563,Vestjylland V,Analogue,	145.60000,	145.00000,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,56.0843,8.3977,Yes
564,Vissenbjerg V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,71.9,71.9,Disabled,Master,No,No,No,120,Off,No,No,None,55.3958,10.125,Yes
565,Vodskov U,Digital,	434.67500,	432.67500,,11,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,57.114,10.031,Yes
566,Vongshoj V,Analogue,	145.61250,	145.01250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,55.1042,8.9583,Yes
567,Ydby V,Analogue,	145.70000,	145.10000,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,120,Off,No,No,None,56.6666,8.3333,Yes
568,Yding 2 U,Analogue,	434.75000,	432.75000,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,55.9925,9.7958,Yes
569,Yding 3 V,Analogue,	145.67500,	145.07500,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,120,Off,No,No,None,55.9583,9.75,Yes
570,Yding 4 U,Digital,	434.51250,	432.51250,,12,2,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,55.9583,9.75,Yes
571,Ostermarie V,Analogue,	145.65000,	145.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,55.1458,14.7917,Yes
572,pi-star,Digital,	433.01250,	433.01250,,1,2,None,Default,None,Text,Text,,,,P1,No,No,No,120,Off,No,No,None,0,0,Yes
573,openSPOT2,Digital,	433.90000,	433.90000,,1,2,None,Default,None,Text,Text,,,,P1,No,No,No,120,Off,No,No,None,0,0,Yes
574,Crossbandsrptr,Analogue,	434.42500,	434.42500,12.5,,,,,,,,None,91.5,Disabled,P1,No,No,No,120,Off,No,No,None,0,0,Yes
575,XIL,Digital,	434.47500,	434.47500,,1,1,None,Default,None,Text,Text,,,,P1,No,No,No,120,Off,No,No,None,0,0,Yes
576,	145.500,Analogue,	145.50000,	145.50000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
577,	433.500,Analogue,	433.50000,	433.50000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
578,	145.375,Digital,	145.37500,	145.37500,,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
579,	433.450,Digital,	433.45000,	433.45000,,1,1,None,Default,None,Text,Text,,,,Master,No,No,No,120,Off,No,No,None,0,0,Yes
580,	145.225,Analogue,	145.22500,	145.22500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
581,	145.450,Analogue,	145.45000,	145.45000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
582,HS DMR,Digital,	434.47500,	434.47500,,1,2,None,Default,None,Text,Text,,,,P1,No,No,No,120,Off,No,No,None,0,0,Yes
583,APRS 1,Analogue,	144.80000,	144.80000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,APRS1,0,0,Yes
584,APRS 2,Analogue,	432.50000,	432.50000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,APRS1,0,0,Yes
585,APRS US,Analogue,	144.39000,	144.39000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,APRS1,0,0,Yes
586,APRS ISS,Analogue,	145.82500,	145.82500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
587,PMR 1,Analogue,	446.00625,	446.00625,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
588,PMR 2,Analogue,	446.01875,	446.01875,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
589,PMR 3,Analogue,	446.03125,	446.03125,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
590,PMR 4,Analogue,	446.04375,	446.04375,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
591,PMR 5,Analogue,	446.05625,	446.05625,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
592,PMR 6,Analogue,	446.06875,	446.06875,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
593,PMR 7,Analogue,	446.08125,	446.08125,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
594,PMR 8,Analogue,	446.09375,	446.09375,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
595,PMR 9,Analogue,	446.10625,	446.10625,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
596,PMR 10,Analogue,	446.11875,	446.11875,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
597,PMR 11,Analogue,	446.13125,	446.13125,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
598,PMR 12,Analogue,	446.14375,	446.14375,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
599,PMR 13,Analogue,	446.15625,	446.15625,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
600,PMR 14,Analogue,	446.16875,	446.16875,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
601,PMR 15,Analogue,	446.18125,	446.18125,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
602,PMR 16,Analogue,	446.19375,	446.19375,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
603,	156.000,Analogue,	156.00000,	156.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
604,SRBR 1,Analogue,	444.60000,	444.60000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
605,SRBR 2,Analogue,	444.65000,	444.65000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
606,SRBR 3,Analogue,	444.80000,	444.80000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
607,SRBR 4,Analogue,	444.82500,	444.82500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
608,SRBR 5,Analogue,	444.85000,	444.85000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
609,SRBR 6,Analogue,	444.87500,	444.87500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
610,SRBR 7,Analogue,	444.92500,	444.92500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
611,SRBR 8,Analogue,	444.97500,	444.97500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
612,LPD 1,Analogue,	433.07500,	433.07500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
613,LPD 2,Analogue,	433.10000,	433.10000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
614,LPD 3,Analogue,	433.12500,	433.12500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
615,LPD 4,Analogue,	433.15000,	433.15000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
616,LPD 5,Analogue,	433.17500,	433.17500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
617,LPD 6,Analogue,	433.20000,	433.20000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
618,LPD 7,Analogue,	433.22500,	433.22500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
619,LPD 8,Analogue,	433.25000,	433.25000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
620,LPD 9,Analogue,	433.27500,	433.27500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
621,LPD 10,Analogue,	433.30000,	433.30000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
622,LPD 11,Analogue,	433.32500,	433.32500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
623,LPD 12,Analogue,	433.35000,	433.35000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
624,LPD 13,Analogue,	433.37500,	433.37500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
625,LPD 14,Analogue,	433.40000,	433.40000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
626,LPD 15,Analogue,	433.42500,	433.42500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
627,LPD 16,Analogue,	433.45000,	433.45000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
628,LPD 17,Analogue,	433.47500,	433.47500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
629,LPD 18,Analogue,	433.50000,	433.50000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
630,LPD 19,Analogue,	433.52500,	433.52500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
631,LPD 20,Analogue,	433.55000,	433.55000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
632,LPD 21,Analogue,	433.57500,	433.57500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
633,LPD 22,Analogue,	433.60000,	433.60000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
634,LPD 23,Analogue,	433.62500,	433.62500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
635,LPD 24,Analogue,	433.65000,	433.65000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
636,LPD 25,Analogue,	433.67500,	433.67500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
637,LPD 26,Analogue,	433.70000,	433.70000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
638,LPD 27,Analogue,	433.72500,	433.72500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
639,LPD 28,Analogue,	433.75000,	433.75000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
640,LPD 29,Analogue,	433.77500,	433.77500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
641,LPD 30,Analogue,	433.80000,	433.80000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
642,LPD 31,Analogue,	433.82500,	433.82500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
643,LPD 32,Analogue,	433.85000,	433.85000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
644,LPD 33,Analogue,	433.87500,	433.87500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
645,LPD 34,Analogue,	433.90000,	433.90000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
646,LPD 35,Analogue,	433.92500,	433.92500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
647,LPD 36,Analogue,	433.95000,	433.95000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
648,LPD 37,Analogue,	433.97500,	433.97500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
649,LPD 38,Analogue,	434.00000,	434.00000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
650,LPD 39,Analogue,	434.02500,	434.02500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
651,LPD 40,Analogue,	434.05000,	434.05000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
652,LPD 41,Analogue,	434.07500,	434.07500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
653,LPD 42,Analogue,	434.10000,	434.10000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
654,LPD 43,Analogue,	434.12500,	434.12500,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
655,LPD 44,Analogue,	434.15000,	434.15000,12.5,,,,,,,,None,62.5,Disabled,Master,No,No,No,120,Off,No,No,None,0,0,Yes
